"","EarDiameter_NY","EarLength_NY","EarRankNumber_NY","EarRowNumber_NY","EarWeight_NY","GDDAnthesisSilkingInterval_NY","GDDDaystoSilk_NY","GDDDaystoTassel_NY","GerminationCount_NY","LeafLength_NY","LeafWidth_NY","MainSpikeLength_NY","MiddleLeafAngle_NY","NIROil_NY","NIRProtein_NY","NIRStarch_NY","NorthernLeafBlightPercentage_NY","NumberofTilleringPlants_NY","PlantHeight_NY","SecondaryBranchNumber_NY","SeedSetLength_NY","StandCount_NY","TasselBranchLength_NY","TasselLength_NY","TasselPrimaryBranches_NY","TilleringIndex_NY","UpperLeafAngle_NY","X20KernelWeight_NY"
"Z005E0056",37.657697422787,127.784431304277,24.0415299227703,11.8846361627153,77.793621226218,24.288335,920.5527775,896.261945,6.33333333333333,761,84,283,67.5,4.525,13.775,68.52,4.39313725456373,0.86473649885544,167.5,2.81857637417577,124.823500777993,5.85801426426351,216.712491631153,342,7.5,NA,62.5,4.43307012793367
"Z005E0057",43.3333333333333,156,35.0415299227703,17.3333333333333,98.1666666666667,44.09611,930.4566675,886.360555,3.94077612733705,869.5,84,342,67.5,3.655,9.995,67.975,NA,0.86473649885544,175,-0.181423625824229,149.333333333333,11.8580142642635,273.712491631153,423.5,7.5,NA,77.5,3.83333333333333
"Z005E0058",NA,NA,NA,NA,NA,-8.64691425737563,1036.51673802851,1045.34000283576,1.94077612733705,877.303278488101,80.258457307065,307.5,70,NA,NA,NA,NA,0.86473649885544,191.615700738489,0.818576374175771,NA,3.85801426426351,180.712491631153,338,14.5,NA,75.2416291977279,NA
"Z005E0059",38.5507069952455,88.1365629613368,18.0415299227703,14.1576893423934,30.9732949707388,-8.64691425737563,1036.51673802851,1045.34000283576,5.44077612733705,796,86,241.5,62.5,NA,NA,NA,NA,0.86473649885544,170,0.818576374175771,73.437275707228,11.8580142642635,232.712491631153,357.5,12.5,NA,80.2416291977279,2.37911891959665
"Z005E0060",41.657697422787,147.534431304277,27.0415299227703,12.8846361627153,82.793621226218,30.27639,947.8172225,917.538335,3.94077612733705,855,79.5,285,72.5,4.41078068550917,14.495078741422,65.6102523885481,NA,0.86473649885544,160,2.81857637417577,143.323500777993,12.8580142642635,236.712491631153,366,8,NA,75.2416291977279,4.35807012793367
"Z005E0061",45.5415955819674,123.579005734386,NA,15.9576744948914,74.2330838030432,27.77639,951.8436125,924.0672225,6,735,78.5,251,74.2036014082141,3.64078068550917,14.765078741422,69.6402523885481,6.05980392156373,0.86473649885544,132.5,0.818576374175771,110.239223514779,8.85801426426351,209.712491631153,316.5,4.5,NA,80,4.46281095246968
"Z005E0062",41.3333333333333,103,19.0415299227703,13,63,6.9422225,917.538335,910.5936125,6.44077612733705,642.5,81,188.5,62.5,3,12.055,70.13,NA,0.86473649885544,142.5,-0.181423625824229,89,6.85801426426351,180.712491631153,240,5,NA,65,4.8
"Z005E0063",38.6666666666667,129.534431304277,27.0415299227703,13.3333333333333,85.3333333333333,37.1847507426244,947.353403028509,910.340002835761,9.66666666666667,733.5,85,249,70,5.7,13.835,65.49,3.39313725456373,0.86473649885544,147.5,1.81857637417577,130,10.8580142642635,192.712491631153,327,8,NA,65,4.2
"Z005E0064",NA,NA,NA,NA,NA,2.46364074262437,1036.51673802851,1034.22944783576,-0.559223872662951,857.303278488101,95.258457307065,265.495229530357,NA,NA,NA,NA,NA,0.86473649885544,236.615700738489,1.81857637417577,NA,8.85801426426351,233.712491631153,359.891762504946,3.3746963932817,NA,NA,NA
"Z005E0065",43.9168088360651,141.841988531228,29.0415299227703,16.0846510102173,115.533832393914,25.8316675,903.608055,877.7763875,6.91206330384595,809.5,86,246,70,3.44,14.14,69.57,9.55980392156373,0.86473649885544,170,0.818576374175771,131.021552970443,9.85801426426351,258.712491631153,354.5,8,NA,77.5,4.97437809506063
"Z005E0066",42.907697422787,89.5344313042773,16.0415299227703,17.8846361627153,61.543621226218,17.360555,947.8172225,930.4566675,6.44077612733705,814,87,251,70.7963985917859,NA,NA,NA,NA,0.86473649885544,150,1.81857637417577,84.3235007779933,9.85801426426351,222.712491631153,335,7,NA,80,4.28307012793367
"Z005E0067",NA,NA,NA,NA,NA,27.22111,930.4566675,903.2330575,5.44077612733705,854.5,91,236,60,NA,NA,NA,NA,0.86473649885544,172.5,-0.181423625824229,NA,8.85801426426351,255.712491631153,305,9.5,NA,40,NA
"Z005E0068",41.6666666666667,170.5,30.0415299227703,12,98.043621226218,32.360555,903.72111,871.360555,4.94077612733705,785.5,86,234,60,NA,NA,NA,NA,0.86473649885544,172.5,1.81857637417577,158,6.85801426426351,218.712491631153,311.75,5.75,NA,67.5,5.43307012793367
"Z005E0069",35.3333333333333,128.5,24.0415299227703,13,63.3333333333333,10.4158325,934.4830575,924.0672225,8.33333333333333,784.5,88.5,306.25,60,3.595,11.425,67.945,NA,0.86473649885544,145,-0.181423625824229,122.239223514779,11.8580142642635,225.712491631153,366.5,4,NA,72.5,3.33333333333333
"Z005E0070",42.3333333333333,106.333333333333,24.0415299227703,17.1666666666667,53.5,-0.594134257375632,935.406183028509,936.17666783576,6.94077612733705,820.5,81,215,70.7963985917859,NA,NA,NA,NA,0.86473649885544,146.615700738489,2.81857637417577,89,8.85801426426351,200.712491631153,290.5,7,NA,80.2416291977279,3.21666666666667
"Z005E0071",42.157697422787,103.284431304277,21.0415299227703,14.8846361627153,51.543621226218,-13.6469142573756,1031.51673802851,1045.34000283576,9.44077612733705,822.303278488101,102.258457307065,225.504770469643,70,NA,NA,NA,NA,0.86473649885544,205,NA,95.3235007779934,7.85801426426351,NA,276.108237495054,3.62530360671831,NA,NA,3.58307012793367
"Z005E0072",39.8985860095089,142.726874077326,NA,11.6846213152132,42.0534100585223,16.52639,956.9830575,940.4566675,2.44077612733705,759,85.5,233,68.75,NA,NA,NA,NA,0.86473649885544,155,1.81857637417577,81.1254485855441,1.85801426426351,214.712491631153,300.5,5,NA,70,5.5417621608067
"Z005E0073",41.5415955819674,100.079005734386,NA,13.9576744948914,61.7330838030432,25.2375307426244,935.406183028509,910.34000283576,4.94077612733705,821.303278488101,90.258457307065,215,72.5,NA,NA,NA,NA,0.86473649885544,196.615700738489,-0.181423625824229,82.9892235147786,10.8580142642635,210.712491631153,285.5,5.5,NA,NA,4.91281095246968
"Z005E0074",43.5,137,23.0415299227703,16,93.5,41.59611,934.4830575,892.886945,6.44077612733705,829,93,291,80.7963985917859,4.24,14.235,66.82,NA,0.86473649885544,185,1.81857637417577,130,6.85801426426351,238.712491631153,362.5,3.5,NA,77.5,4.05
"Z005E0075",45.8985860095089,149.726874077326,NA,11.6846213152132,93.0534100585223,26.9302775,931.39889,904.4686125,7.16666666666666,702,95,287.5,67.5,3.37921931449083,12.104921258578,69.899747611452,15.3931372515637,0.86473649885544,147.5,1.81857637417577,132.125448585544,5.85801426426351,241.712491631153,358,4,NA,72.5,4.9417621608067
"Z005E0076",42.157697422787,108.284431304277,16.0415299227703,14.3846361627153,48.793621226218,22.0816675,985.038335,962.9566675,4.66666666666667,865.5,70.5,221.5,75.7963985917859,4.58921931449083,11.514921258578,67.3297476114519,12.0598039215637,0.86473649885544,180,-0.181423625824229,89.5735007779934,11.8580142642635,113.712491631153,268.5,6.5,NA,67.5,3.88307012793367
"Z005E0077",34.8333333333333,94.3333333333333,17.0415299227703,12.3333333333333,43.3333333333333,48.2953057426244,992.353403028509,944.22944783576,5.94077612733705,794,85,207.5,75,NA,NA,NA,NA,0.86473649885544,162.5,-0.181423625824229,90.5,12.8580142642635,178.712491631153,275,5.5,NA,70,4.16666666666667
"Z005E0078",40.3985860095089,121.226874077326,NA,13.6846213152132,47.0534100585223,-8.64691425737563,1036.51673802851,1045.34000283576,1.94077612733705,683.303278488101,84.258457307065,273.495229530357,69.2036014082141,NA,NA,NA,NA,0.86473649885544,176.615700738489,0.818576374175771,104.625448585544,4.85801426426351,244.712491631153,327.891762504946,6.3746963932817,NA,NA,3.8417621608067
"Z005E0079",39.3333333333333,150.666666666667,28.0415299227703,14,106.666666666667,9.6658325,864.6922225,855.02389,10,723.696721511899,101.741542692935,271,72.5,4.465,11.35,72.37,15.3931372515637,0.86473649885544,165,0.818576374175771,144.833333333333,11.8580142642635,253.712491631153,356.5,5.5,NA,70,4.18333333333333
"Z005E0080",43.3333333333333,179.166666666667,31.0415299227703,15,120.666666666667,11.52639,903.2330575,891.7066675,4.66666666666667,782,89.5,257.5,57.5,3.54,10.21,68.6,4.39313725456373,0.86473649885544,165,-0.181423625824229,167.166666666667,6.85801426426351,236.712491631153,319.5,3.5,NA,65,3.75807012793367
"Z005E0081",48.157697422787,126.034431304277,33.0415299227703,15.8846361627153,114.543621226218,-33.4975,836.913335,870.413335,6.66666666666667,778.696721511899,83.741542692935,298.5,66.25,3.725,10.045,71.935,10.3931372545637,0.86473649885544,155,0.818576374175771,115.823500777993,6.85801426426351,216.712491631153,355.5,3.5,NA,72.5,5.03307012793367
"Z005E0082",41.6666666666667,115,20.0415299227703,15.5,72.793621226218,31.25,934.4830575,903.2330575,6.66666666666667,709.5,85.5,232,75,3.06078068550917,12.215078741422,70.9002523885481,7.39313725456373,0.86473649885544,160,3.81857637417577,101.833333333333,7.85801426426351,240.712491631153,298,7.5,NA,75,4.78307012793367
"Z005E0083",42,113.5,20.0415299227703,15,69.5,20.8316675,917.538335,896.7066675,4.94077612733705,755.5,92,228.5,70,2.81078068550917,10.215078741422,72.3202523885481,NA,0.86473649885544,138.75,2.81857637417577,111.333333333333,13.8580142642635,180.712491631153,303,6.5,NA,60,4.61666666666667
"Z005E0084",39.3333333333333,124.333333333333,NA,14.6666666666667,76.6666666666667,20.2883325,913.72111,893.4277775,4.33333333333333,733.5,114,266,75,4.005,13.26,69.585,7.05980392156373,0.86473649885544,152.5,0.818576374175771,108.166666666667,5.85801426426351,236.712491631153,342,10.5,NA,72.5,5.06666666666667
"Z005E0085",42.074364087787,154.534431304277,20.0415299227703,11.8846361627153,81.043621226218,30.27639,927.47111,897.1922225,7,801,83.5,325.5,73.75,3.20078068550917,13.225078741422,71.0202523885481,NA,0.86473649885544,173.384299261511,1.81857637417577,139.323500777993,12.8580142642635,271.712491631153,386,3.5,NA,75,4.68307012793367
"Z005E0086",43.9168088360651,161.841988531228,36.0415299227703,14.0846510102173,112.533832393914,47.09611,885.009445,837.913335,10.4120633038459,702,102,206.5,65,3.795,13.595,70.76,22.0598039215637,0.86473649885544,167.5,3.81857637417577,149.021552970443,11.8580142642635,202.712491631153,317,8,NA,60,4.47437809506063
"Z005E0087",47.157697422787,125.034431304277,29.5415299227703,16.3846361627153,103.793621226218,30.2475,892.886945,862.6369425,6,694.5,90.5,268,70,5.81921931449083,11.794921258578,67.3097476114519,12.0598039215637,0.86473649885544,150,0.818576374175771,114.073500777993,6.85801426426351,284.712491631153,362,5.5,NA,77.5,4.80807012793367
"Z005E0088",40.6666666666667,133,26.0415299227703,15.3333333333333,110.293621226218,42.90139,920.5527775,877.64889,4.33333333333333,723.5,84.5,283.5,70,3.965,12.87,69.585,NA,0.86473649885544,107.5,0.818576374175771,115.833333333333,10.8580142642635,192.712491631153,295,2.5,NA,75.2416291977279,4.63333333333333
"Z005E0089",42.8985860095089,109.284431304277,16.0415299227703,14.8846361627153,63.043621226218,NA,NA,NA,7.44077612733705,814.5,80.5,246,73.75,NA,NA,NA,NA,0.86473649885544,163.384299261511,0.818576374175771,90.8235007779934,9.85801426426351,242.712491631153,330.5,8,NA,62.5,2.80807012793367
"Z005E0090",38.8985860095089,150.226874077326,NA,12.6846213152132,92.5534100585223,44.136945,918.6777775,874.5408325,5.33333333333333,875.5,86,235,59.2036014082141,4.49,12.855,68.995,8.72647058856373,0.86473649885544,168.75,0.818576374175771,133.625448585544,8.85801426426351,261.712491631153,338,9,NA,55,4.9417621608067
"Z005E0091",47.2915955819674,159.079005734386,NA,16.6846213152132,130.983083803043,33.0164207426244,901.516738028509,868.67666783576,6.44077612733705,722.303278488101,104.258457307065,237,65.8702680782141,4.59078068550917,13.245078741422,68.2502523885481,NA,0.86473649885544,149.115700738489,0.818576374175771,144.989223514779,11.8580142642635,146.712491631153,294.5,4.5,NA,84.7583708022721,4.8417621608067
"Z005E0092",43.1666666666667,114.333333333333,18.0415299227703,15.4576744948914,69.8333333333333,-4.4470446441606e-15,985.038335,985.038335,8.44077612733705,865.5,100.5,278.5,67.5,NA,NA,NA,NA,0.86473649885544,182.5,0.818576374175771,102.666666666667,7.85801426426351,263.712491631153,359,6.5,NA,70.2416291977279,3.41666666666667
"Z005E0093",40.5,123,24.0415299227703,14.6666666666667,76.1666666666667,-6.78822743319535e-16,917.538335,917.538335,8.94077612733705,687,86,274,67.5,2.88921931449083,13.274921258578,62.3697476114519,NA,0.86473649885544,102.5,1.81857637417577,108.166666666667,8.85801426426351,216.712491631153,330,5,NA,70,4.36666666666667
"Z005E0094",45.657697422787,129.784431304277,20.0415299227703,17.8846361627153,110.293621226218,0,877.64889,877.64889,9.66666666666666,868.5,104,298.5,65,5.105,13.09,64.335,12.0598039215637,0.86473649885544,192.5,-0.181423625824229,121.823500777993,10.8580142642635,242.712491631153,359.5,4.5,NA,80,4.68307012793367
"Z005E0095",42.6666666666667,118.666666666667,20.0415299227703,14.6666666666667,86.8333333333333,-8.64691425737563,914.574513028509,923.39777783576,5.44077612733705,787.303278488101,92.258457307065,239.5,67.5,3.69078068550917,10.855078741422,66.9902523885481,NA,0.86473649885544,137.5,-0.181423625824229,105.666666666667,9.85801426426351,170.712491631153,291,4,NA,65,4.76666666666667
"Z005E0096",39.407697422787,127.284431304277,18.0415299227703,13.3846361627153,79.793621226218,11.913335,903.2330575,891.3172225,7.66666666666667,838.696721511899,86.741542692935,302,70,3.93,14.32,67.34,NA,0.86473649885544,200,-0.181423625824229,118.573500777993,5.85801426426351,227.712491631153,371.5,3.5,NA,75,4.50807012793367
"Z005E0097",47.3333333333333,150.833333333333,35.0415299227703,14.3333333333333,137.5,17.360555,951.8436125,934.4830575,4.94077612733705,845,100,291,65,4.45921931449083,12.404921258578,68.709747611452,NA,0.86473649885544,170,0.818576374175771,132,7.85801426426351,258.712491631153,327.5,6.75,NA,72.5,5.5
"Z005E0098",36.8985860095089,96.7268740773264,NA,12.6846213152132,24.0534100585223,NA,NA,NA,8.94077612733705,894,80,293,65,NA,NA,NA,NA,0.86473649885544,NA,0.818576374175771,89.1254485855441,9.85801426426351,201.712491631153,354.5,6,NA,75.2416291977279,3.5417621608067
"Z005E0099",43.3985860095089,128.726874077326,NA,14.6846213152132,81.0534100585223,16.65139,882.7763875,866.1225,5.66666666666667,754.5,73,262.5,77.5,4.035,12.755,71.335,NA,0.86473649885544,148.75,1.81857637417577,110.125448585544,8.85801426426351,193.712491631153,325.5,5,NA,67.5,4.7917621608067
"Z005E0100",41.8985860095089,109.784431304277,27.0415299227703,18.8846361627153,89.043621226218,12.9302775,889.8725,876.9422225,9.44077612733705,712.5,86.5,283.5,68.75,NA,NA,NA,NA,0.86473649885544,155,0.818576374175771,107.323500777993,11.8580142642635,216.712491631153,333,3,NA,72.5,3.18307012793367
"Z005E0101",41.9168088360651,108.841988531228,20.5415299227703,14.0846510102173,76.0338323939136,NA,NA,NA,2.44077612733705,818.5,93,222,NA,NA,NA,NA,NA,0.86473649885544,165,1.81857637417577,113.521552970443,10.8580142642635,192.712491631153,285,6.5,NA,NA,5.67437809506063
"Z005E0102",40.3333333333333,136.333333333333,29.0415299227703,14.6666666666667,94.8333333333333,20.136945,877.64889,857.511945,3.44077612733705,790,85.5,327,72.5,3.79078068550917,12.255078741422,68.0002523885481,NA,0.86473649885544,150,-0.181423625824229,127.833333333333,NA,228.712491631153,379,5.5,NA,75,4.11666666666667
"Z005E0103",47.0507069952455,125.636562961337,21.0415299227703,17.1576893423934,87.9732949707388,35.5164207426244,1036.51673802851,1001.17666783576,7.94077612733705,781.5,83.5,271,72.5,4.52078068550918,11.775078741422,71.0702523885481,NA,0.86473649885544,150,1.81857637417577,109.937275707228,7.85801426426351,256.712491631153,333,6,NA,70.2416291977279,4.22911891959665
"Z005E0104",41.907697422787,110.534431304277,NA,13.1346361627153,67.793621226218,26.2186125,917.538335,891.3172225,5,842,102,255.5,72.5,3.255,14.59,67.695,NA,0.86473649885544,175,1.81857637417577,99.0735007779934,8.85801426426351,262.712491631153,329.5,7,NA,80,4.73307012793367
"Z005E0105",45.907697422787,123.034431304277,20.0415299227703,17.8846361627153,89.293621226218,42.4636407426244,887.627293028509,845.34000283576,9.44077612733704,693.696721511899,77.741542692935,280.5,72.5,4.89078068550917,12.085078741422,69.2302523885481,NA,0.86473649885544,187.5,1.81857637417577,119.573500777993,9.85801426426351,251.712491631153,339.5,4,NA,77.5,2.98307012793367
"Z005E0106",36.407697422787,119.784431304277,20.0415299227703,12.3846361627153,57.293621226218,27.77639,951.8436125,924.0672225,8.94077612733705,825,89.5,279.5,66.25,NA,NA,NA,NA,0.86473649885544,175.884299261511,1.81857637417577,113.573500777993,8.85801426426351,225.712491631153,359,4.5,NA,80.2416291977279,3.45807012793367
"Z005E0107",44.0415955819674,142.079005734386,NA,15.9576744948914,106.733083803043,33.0164207426244,901.516738028509,868.67666783576,4.44077612733705,788.303278488101,84.258457307065,281.495229530357,64.2036014082141,5.30078068550917,13.865078741422,65.6902523885481,NA,0.86473649885544,141.615700738489,1.81857637417577,129.989223514779,7.85801426426351,258.712491631153,409.891762504946,8.3746963932817,NA,74.7583708022721,4.23781095246968
"Z005E0108",39.8333333333333,173.333333333333,37.0415299227703,12,103,36.1777775,917.538335,881.360555,8.33333333333333,803,84,252.5,80,3.4,14.165,66.065,NA,0.86473649885544,185,1.81857637417577,162.833333333333,7.85801426426351,179.712491631153,321.5,4.5,NA,67.5,4.95
"Z005E0109",42.657697422787,133.284431304277,32.0415299227703,13.8846361627153,92.543621226218,18.17778,910.1369425,891.9541675,10,766,94,327.5,72.5,4.515,11.96,70.645,9.72647058856373,0.86473649885544,187.5,0.818576374175771,119.573500777993,12.8580142642635,204.712491631153,388.5,3.5,NA,72.5,4.33307012793367
"Z005E0110",41.157697422787,137.034431304277,26.0415299227703,14.1346361627153,77.293621226218,29.1269757426244,887.627293028509,858.67666783576,4.44077612733705,804,74.5,290.5,57.5,3.65078068550917,12.895078741422,67.6702523885481,NA,0.86473649885544,142.5,0.818576374175771,135.573500777993,7.85801426426351,260.712491631153,376.5,7.5,NA,70,3.93307012793367
"Z005E0111",41.157697422787,142.034431304277,25.0415299227703,12.8846361627153,86.543621226218,31.6658325,866.1225,834.4566675,5,748.5,87.5,243,70,4.81,13.43,66.59,8.72647058856373,0.86473649885544,152.5,0.818576374175771,121.323500777993,9.85801426426351,184.712491631153,312,10,NA,72.5,4.50807012793367
"Z005E0112",42.657697422787,143.034431304277,27.5415299227703,14.3846361627153,108.543621226218,34.5816675,861.636945,827.0552775,9,672.5,91,254.5,67.5,3.855,13.82,70.39,NA,0.86473649885544,162.5,0.818576374175771,119.823500777993,11.8580142642635,256.712491631153,337,5.5,NA,67.5,5.75807012793367
"Z005E0113",44.907697422787,107.034431304277,20.0415299227703,13.8846361627153,72.043621226218,18.886945,890.2475,871.360555,7.33333333333333,819.696721511899,92.741542692935,252.5,71.25,5.01,12.475,69.935,18.7264705915637,0.86473649885544,165,1.81857637417577,90.0735007779934,12.8580142642635,210.712491631153,365,9,NA,80,5.05807012793367
"Z005E0114",40.3007069952455,115.386562961337,20.0415299227703,15.1576893423934,62.4732949707388,33.0164207426244,901.516738028509,886.360555,1.94077612733705,713.5,79,259.5,63.75,4.23078068550917,12.075078741422,69.1402523885481,NA,0.86473649885544,140,-0.181423625824229,102.187275707228,7.85801426426351,180.712491631153,332,5.5,NA,72.5,3.55411891959665
"Z005E0115",39.9168088360651,98.8419885312282,16.0415299227703,16.0846510102173,57.5338323939136,5.136945,956.9830575,951.8436125,8,640.5,74,238,67.5,3.84921931449082,11.024921258578,64.2397476114519,NA,0.86473649885544,155,0.818576374175771,100.021552970443,3.85801426426351,208.712491631153,296.5,4,NA,72.5,4.07437809506063
"Z005E0116",40,125.666666666667,25.0415299227703,14,70,34.761945,917.538335,882.7763875,3.44077612733705,802.5,75.5,193.5,71.25,3.875,13.415,65.02,NA,0.86473649885544,137.5,1.81857637417577,117.333333333333,8.85801426426351,180.712491631153,299.5,8,NA,52.5,4.61666666666667
"Z005E0117",43.407697422787,113.784431304277,18.0415299227703,13.8846361627153,78.543621226218,25.8316675,917.538335,891.7066675,0.440776127337049,798.5,88.5,266.5,70,NA,NA,NA,NA,0.86473649885544,172.5,1.81857637417577,102.573500777993,5.85801426426351,240.712491631153,332,6,NA,80.2416291977279,5.33307012793366
"Z005E0118",44.657697422787,136.534431304277,20.0415299227703,17.3846361627153,101.043621226218,51.110555,947.8172225,896.7066675,5,871.5,75,234.5,73.75,3.45921931449083,7.58492125857798,68.8697476114519,8.72647058856373,0.86473649885544,182.5,0.818576374175771,132.823500777993,8.85801426426351,214.712491631153,315,10,NA,72.5,3.48307012793367
"Z005E0119",46.3333333333333,120.666666666667,25.0415299227703,18.6666666666667,100.166666666667,18.1922225,903.2330575,885.038335,5.5,721,110,254,72.5,4.45921931449083,12.374921258578,65.9097476114519,NA,0.86473649885544,160,0.818576374175771,120.666666666667,11.8580142642635,210.712491631153,307,4,NA,67.5,3.8
"Z005E0120",39.5415955819674,137.829005734386,NA,14.9576744948914,63.7330838030432,NA,NA,NA,5.44077612733705,841,72,291.75,72.5,NA,NA,NA,NA,0.86473649885544,172.5,1.81857637417577,126.489223514779,8.85801426426351,249.712491631153,351.5,4,NA,72.5,4.48781095246968
"Z005E0121",40,141.833333333333,33.0415299227703,16.6666666666667,91.8333333333333,27.6080575,889.3027775,861.6922225,5.33333333333333,710,88,258.5,70,3.82,12.915,69.455,13.7264705915637,0.86473649885544,160,1.81857637417577,133,13.8580142642635,204.712491631153,342.5,5.5,NA,70,4.46666666666667
"Z005E0122",38.407697422787,120.534431304277,18.0415299227703,13.3846361627153,72.793621226218,6.52638999999999,892.886945,886.360555,8.44077612733705,824.5,109,236,77.5,NA,NA,NA,NA,0.86473649885544,190,-0.181423625824229,116.823500777993,10.8580142642635,197.712491631153,302.5,6,NA,75,4.85807012793367
"Z005E0123",41.657697422787,131.034431304277,27.0415299227703,18.6666666666667,89.6666666666667,31.6225,874.6922225,843.0672225,7.44077612733705,838.5,78,289,65,4.15078068550917,11.585078741422,70.3902523885481,NA,0.86473649885544,175,0.818576374175771,122.573500777993,10.8580142642635,282.712491631153,339,4.5,NA,70,3.45
"Z005E0124",41.907697422787,114.784431304277,20.0415299227703,13.3846361627153,52.293621226218,8.64691425737561,933.559931971491,924.73666716424,7.33333333333333,840.25,87,273.495229530357,68.75,3.58921931449083,13.034921258578,67.0097476114519,12.0598039215637,0.86473649885544,173.384299261511,0.818576374175771,109.323500777993,10.8580142642635,257.712491631153,344.891762504946,5.3746963932817,NA,80.2416291977279,3.45807012793367
"Z005E0125",42.907697422787,120.034431304277,24.0415299227703,15.8846361627153,91.043621226218,37.1847507426244,947.353403028509,910.340002835761,7.94077612733705,803.5,111,207,75.7963985917859,NA,NA,NA,NA,0.86473649885544,161.615700738489,1.81857637417577,116.323500777993,8.85801426426351,198.712491631153,265,4,NA,85.2416291977279,4.15807012793366
"Z005E0126",41.3333333333333,146.333333333333,43.0415299227703,13.3333333333333,104.333333333333,36.84611,940.4566675,903.608055,9.33333333333334,728.5,74,297,65,4.40921931449082,12.294921258578,69.999747611452,7.39313725456373,0.86473649885544,173.384299261511,0.818576374175771,134.666666666667,10.8580142642635,230.712491631153,347,4.5,NA,57.5,4.13333333333333
